age,education,occupation,marital_status,spending_score,credit_score,work_experience,loan_status,income
35,PhD,Manager,Single,73,778,22,No Loan,127342
36,Bachelor,Lawyer,Single,49,703,10,No Loan,117238
59,PhD,Lawyer,Widowed,30,767,1,Large Loan,174746
47,PhD,Engineer,Married,41,804,5,No Loan,29596
31,High School,Artist,Married,3,382,10,Large Loan,41588
46,PhD,Doctor,Widowed,86,618,14,Small Loan,79654
61,Master,Artist,Married,40,366,8,Large Loan,119540
49,Master,Engineer,Divorced,51,713,11,Large Loan,183298
60,High School,Doctor,Married,84,752,35,Large Loan,37453
53,High School,Doctor,Divorced,32,497,27,No Loan,84552
56,High School,Teacher,Divorced,48,558,22,Large Loan,115117
25,High School,Artist,Divorced,71,597,26,Large Loan,131124
26,High School,Artist,Widowed,71,579,23,Large Loan,49524
51,PhD,Teacher,Married,20,599,13,Small Loan,140219
51,High School,Lawyer,Married,89,428,34,Large Loan,56843
44,PhD,Engineer,Widowed,35,797,26,Large Loan,88140
52,Bachelor,Artist,Widowed,24,737,20,Large Loan,37744
26,High School,Teacher,Married,40,591,12,No Loan,131320
31,High School,Doctor,Widowed,77,506,7,Small Loan,63910
35,PhD,Manager,Widowed,52,593,33,Small Loan,163554
35,Bachelor,Teacher,Divorced,39,328,22,Large Loan,196153
62,PhD,Manager,Widowed,68,478,8,Large Loan,188096
55,PhD,Lawyer,Divorced,61,340,0,No Loan,170102
32,High School,Engineer,Single,76,769,35,Large Loan,181544
26,Master,Manager,Divorced,81,491,15,No Loan,100048
55,Master,Lawyer,Divorced,65,643,24,Large Loan,175117
28,PhD,Manager,Widowed,62,577,17,No Loan,52135
51,High School,Doctor,Married,81,654,33,Small Loan,89273
30,Bachelor,Doctor,Single,2,828,37,Large Loan,124968
27,Master,Doctor,Single,6,385,2,No Loan,146445
52,Bachelor,Doctor,Single,75,616,19,No Loan,126958
42,Master,Teacher,Married,43,636,18,Large Loan,38733
44,High School,Doctor,Single,82,444,12,No Loan,88832
27,PhD,Doctor,Single,40,614,16,Large Loan,159170
64,Bachelor,Teacher,Married,89,524,13,Large Loan,110160
41,Bachelor,Doctor,Single,39,722,29,No Loan,134318
23,PhD,Lawyer,Widowed,28,353,21,No Loan,82119
59,Bachelor,Lawyer,Widowed,80,367,28,No Loan,196618
22,Master,Artist,Divorced,63,633,1,Small Loan,68887
48,PhD,Lawyer,Divorced,64,376,7,Large Loan,170322
60,Master,Engineer,Divorced,12,838,13,Large Loan,61382
48,Master,Engineer,Widowed,41,454,33,Small Loan,74999
53,High School,Engineer,Widowed,29,371,12,Small Loan,72022
53,Master,Teacher,Widowed,23,800,9,No Loan,191544
47,High School,Lawyer,Divorced,85,746,7,Large Loan,28893
32,Bachelor,Engineer,Divorced,80,658,6,Small Loan,126298
34,Bachelor,Artist,Divorced,51,576,12,Small Loan,193373
42,High School,Teacher,Divorced,45,612,25,Large Loan,76594
63,Master,Artist,Divorced,90,404,31,Large Loan,154617
45,PhD,Lawyer,Divorced,22,394,18,Large Loan,137696
23,PhD,Doctor,Widowed,10,518,14,No Loan,65109
45,High School,Artist,Married,7,427,1,Small Loan,84087
59,Bachelor,Doctor,Married,73,499,36,No Loan,199262
28,Bachelor,Teacher,Divorced,89,631,18,Large Loan,158738
24,PhD,Artist,Married,15,846,32,Large Loan,132705
51,High School,Artist,Married,77,591,38,Small Loan,78513
39,PhD,Manager,Widowed,46,365,32,No Loan,139307
30,Master,Teacher,Divorced,90,703,0,No Loan,119013
34,Master,Teacher,Divorced,85,445,38,No Loan,134932
51,High School,Engineer,Married,87,829,27,Large Loan,41169
47,High School,Lawyer,Divorced,61,701,16,Small Loan,42668
41,Master,Artist,Divorced,92,424,5,No Loan,76810
60,Bachelor,Artist,Divorced,61,813,19,Large Loan,176017
36,High School,Teacher,Divorced,51,631,12,Large Loan,80159
45,Master,Teacher,Married,38,779,11,No Loan,166151
63,Master,Lawyer,Single,12,697,29,Small Loan,143700
26,Bachelor,Teacher,Married,88,329,20,Small Loan,43362
61,Bachelor,Doctor,Widowed,77,355,1,No Loan,168991
45,Bachelor,Doctor,Single,66,431,17,Large Loan,176872
44,Bachelor,Manager,Single,54,530,27,Large Loan,79648
29,PhD,Doctor,Single,39,694,3,No Loan,119410
64,Bachelor,Doctor,Married,76,451,5,Large Loan,82026
38,PhD,Lawyer,Widowed,39,801,37,Large Loan,76376
30,High School,Artist,Married,78,805,8,No Loan,119834
32,Master,Doctor,Widowed,30,685,19,Large Loan,39156
27,PhD,Manager,Married,48,832,29,No Loan,68039
59,High School,Teacher,Married,83,747,36,No Loan,41239
23,High School,Doctor,Married,31,425,37,No Loan,163161
50,PhD,Manager,Single,25,788,3,Large Loan,38014
47,High School,Lawyer,Married,68,745,37,No Loan,75105
30,High School,Teacher,Widowed,51,769,12,Large Loan,30917
62,PhD,Manager,Widowed,13,648,34,No Loan,40350
20,High School,Doctor,Widowed,63,807,29,Small Loan,161814
57,Bachelor,Artist,Single,42,756,3,Large Loan,140236
43,Bachelor,Teacher,Married,54,684,24,Large Loan,105197
50,Master,Teacher,Married,67,747,30,Large Loan,132554
60,High School,Artist,Divorced,80,414,11,Small Loan,167815
45,Master,Teacher,Single,90,751,14,No Loan,43891
24,Bachelor,Doctor,Widowed,56,418,25,Small Loan,53483
39,Bachelor,Teacher,Widowed,19,392,9,No Loan,56135
60,Bachelor,Doctor,Married,46,820,11,No Loan,120093
30,High School,Artist,Widowed,15,837,21,No Loan,167754
52,High School,Engineer,Married,32,732,39,No Loan,37798
57,Bachelor,Artist,Married,49,444,20,No Loan,119575
46,Master,Doctor,Divorced,21,367,34,Small Loan,199991
53,Master,Lawyer,Single,65,430,6,Large Loan,39198
34,PhD,Artist,Married,70,580,17,Small Loan,132378
51,Bachelor,Lawyer,Married,27,812,26,Large Loan,57104
40,Master,Lawyer,Married,23,300,34,Large Loan,32603
24,Bachelor,Doctor,Divorced,47,731,1,Large Loan,175081
25,Master,Doctor,Married,95,690,31,Small Loan,63661
57,PhD,Engineer,Single,12,565,14,No Loan,186037
41,PhD,Manager,Single,85,698,23,No Loan,179856
37,Bachelor,Teacher,Widowed,66,555,19,Large Loan,54340
33,Master,Artist,Single,5,694,9,No Loan,95297
29,High School,Doctor,Widowed,9,473,23,No Loan,179641
32,PhD,Artist,Single,20,344,23,Small Loan,74411
50,Bachelor,Manager,Widowed,82,440,23,No Loan,133004
49,Bachelor,Manager,Married,63,838,39,No Loan,183326
22,Master,Lawyer,Divorced,86,349,33,Small Loan,125148
49,Bachelor,Teacher,Divorced,72,360,39,No Loan,130573
25,PhD,Engineer,Divorced,98,542,10,Large Loan,183232
48,Bachelor,Artist,Married,73,568,25,Small Loan,37206
27,Bachelor,Teacher,Divorced,71,439,0,No Loan,69211
63,High School,Engineer,Single,30,456,29,No Loan,26533
64,High School,Artist,Widowed,82,575,17,Small Loan,96132
62,PhD,Teacher,Married,91,330,25,Large Loan,198455
63,Master,Doctor,Divorced,16,307,8,Small Loan,31358
52,High School,Artist,Single,85,332,8,Large Loan,145190
36,Master,Teacher,Single,5,751,0,Small Loan,79395
30,PhD,Manager,Married,29,748,6,No Loan,188107
32,High School,Engineer,Married,47,336,15,Small Loan,190531
30,Master,Teacher,Divorced,22,333,37,Small Loan,197359
50,High School,Doctor,Widowed,78,754,10,Large Loan,176209
47,PhD,Artist,Divorced,57,743,24,Small Loan,150774
63,PhD,Artist,Divorced,83,536,28,Large Loan,193594
25,High School,Artist,Married,35,511,18,Small Loan,117459
60,Master,Doctor,Divorced,88,439,17,No Loan,63941
35,Bachelor,Engineer,Divorced,60,660,28,Small Loan,198129
23,Bachelor,Artist,Widowed,70,603,15,No Loan,185761
54,High School,Engineer,Single,60,595,39,Large Loan,98588
45,Master,Teacher,Single,58,451,7,Large Loan,111938
31,Bachelor,Manager,Widowed,3,522,33,Large Loan,96240
30,PhD,Manager,Single,34,495,5,Large Loan,196751
56,Master,Engineer,Divorced,45,598,29,Small Loan,119846
44,Bachelor,Engineer,Widowed,50,828,33,Small Loan,82428
37,Master,Manager,Widowed,2,787,20,Small Loan,190117
38,High School,Artist,Married,15,510,11,No Loan,68671
42,Master,Lawyer,Single,37,531,5,Small Loan,71903
57,Bachelor,Lawyer,Married,15,666,38,No Loan,36715
37,High School,Doctor,Divorced,60,780,5,No Loan,177882
45,Master,Manager,Widowed,96,478,3,Small Loan,65583
25,PhD,Manager,Divorced,85,783,8,No Loan,118497
23,Bachelor,Doctor,Single,64,794,4,Large Loan,45706
63,High School,Lawyer,Married,81,846,9,Small Loan,46316
48,Master,Teacher,Single,98,315,7,Small Loan,192667
53,PhD,Artist,Divorced,96,765,22,No Loan,84655
36,Bachelor,Artist,Married,52,701,3,Small Loan,27497
62,PhD,Teacher,Single,23,593,36,Small Loan,38562
62,Master,Teacher,Divorced,99,470,6,No Loan,126783
35,Master,Lawyer,Single,37,331,5,Small Loan,119377
21,High School,Doctor,Widowed,41,562,14,Small Loan,164829
53,PhD,Teacher,Married,57,514,34,Small Loan,34018
27,High School,Doctor,Married,97,488,31,No Loan,185349
32,Bachelor,Engineer,Married,25,560,13,Small Loan,190644
61,High School,Artist,Widowed,37,481,34,Small Loan,67020
27,Bachelor,Lawyer,Married,40,804,10,Small Loan,135005
49,Master,Artist,Widowed,85,641,9,Large Loan,82264
51,Master,Lawyer,Married,46,321,16,Small Loan,150936
55,PhD,Engineer,Single,60,373,12,No Loan,160242
49,Bachelor,Artist,Single,98,465,33,Large Loan,118202
20,Master,Engineer,Single,19,533,4,No Loan,197219
62,PhD,Lawyer,Single,91,674,9,Small Loan,69944
58,PhD,Teacher,Widowed,9,732,31,Small Loan,49714
36,High School,Artist,Divorced,69,633,11,Small Loan,74294
39,PhD,Engineer,Divorced,5,839,12,Large Loan,188783
43,Master,Manager,Single,89,334,20,Small Loan,25220
41,High School,Artist,Divorced,26,743,32,No Loan,64769
48,Bachelor,Artist,Divorced,19,530,31,Large Loan,86949
41,Bachelor,Artist,Married,30,617,11,No Loan,150303
63,Master,Doctor,Widowed,48,642,34,No Loan,102828
28,Master,Engineer,Single,16,729,35,No Loan,184676
56,High School,Engineer,Divorced,71,765,37,No Loan,41771
29,High School,Artist,Divorced,18,378,27,No Loan,86182
55,Master,Teacher,Single,56,748,12,Small Loan,188786
56,Master,Artist,Married,21,581,11,No Loan,55429
47,Bachelor,Doctor,Single,31,356,21,No Loan,63759
47,Bachelor,Lawyer,Married,1,490,1,Small Loan,26839
61,Bachelor,Doctor,Divorced,3,762,28,Large Loan,153759
62,Master,Teacher,Widowed,95,341,12,Small Loan,49940
40,PhD,Artist,Married,25,785,34,Large Loan,115528
43,Master,Engineer,Married,8,472,12,No Loan,32676
61,Master,Manager,Single,65,549,33,Small Loan,133131
59,Bachelor,Artist,Divorced,62,809,18,Large Loan,108988
21,Master,Teacher,Widowed,7,801,8,Large Loan,172972
27,High School,Engineer,Single,7,492,30,Small Loan,198252
46,Master,Doctor,Single,8,464,32,Small Loan,91196
41,Master,Lawyer,Widowed,19,389,26,Small Loan,143104
56,Master,Lawyer,Divorced,17,357,1,Small Loan,115441
46,Master,Artist,Widowed,11,562,14,Small Loan,90913
48,PhD,Doctor,Single,49,542,18,No Loan,167546
22,Master,Manager,Single,11,518,30,No Loan,156231
63,High School,Manager,Married,41,308,15,Small Loan,172001
32,High School,Teacher,Widowed,62,729,14,Small Loan,193014
64,Master,Lawyer,Widowed,52,312,5,No Loan,158271
29,Bachelor,Doctor,Widowed,66,524,13,Large Loan,37980
55,PhD,Artist,Single,68,366,26,No Loan,199069
28,Master,Engineer,Divorced,92,802,37,Small Loan,199431
46,Master,Artist,Single,97,483,18,Large Loan,116336
53,Master,Artist,Married,75,507,36,Small Loan,162348
20,Bachelor,Doctor,Single,67,827,3,Large Loan,43372
51,Bachelor,Lawyer,Single,40,599,25,Small Loan,146000
44,Bachelor,Doctor,Single,5,540,8,No Loan,33168
48,PhD,Engineer,Married,85,754,39,Small Loan,49966
26,High School,Doctor,Widowed,22,829,14,No Loan,132904
22,PhD,Teacher,Divorced,37,543,36,Large Loan,160987
39,Bachelor,Artist,Divorced,11,537,3,No Loan,195081
39,High School,Lawyer,Married,44,545,25,Large Loan,73921
49,High School,Manager,Widowed,86,644,17,Small Loan,130439
54,Bachelor,Engineer,Widowed,53,783,34,No Loan,185083
54,Bachelor,Manager,Married,77,609,28,Large Loan,108474
58,PhD,Artist,Single,61,583,23,Large Loan,29047
46,Bachelor,Doctor,Widowed,67,337,3,Large Loan,41515
45,High School,Manager,Divorced,13,331,20,Large Loan,178809
33,Master,Teacher,Married,92,542,38,Small Loan,185120
36,Bachelor,Doctor,Divorced,11,591,6,Small Loan,168999
37,Bachelor,Artist,Single,11,591,22,Small Loan,89565
64,PhD,Manager,Married,85,681,39,Large Loan,190361
48,PhD,Engineer,Divorced,85,437,20,Small Loan,74592
39,Bachelor,Manager,Divorced,7,499,0,Large Loan,100469
46,High School,Manager,Single,17,634,24,Large Loan,148120
37,High School,Lawyer,Married,48,746,30,Large Loan,121017
23,Master,Manager,Widowed,14,647,37,No Loan,110311
20,Bachelor,Artist,Widowed,63,577,4,Small Loan,39836
20,PhD,Engineer,Divorced,64,831,30,Small Loan,110641
45,High School,Artist,Single,97,698,0,No Loan,195615
64,Master,Teacher,Divorced,75,690,29,No Loan,155674
39,Bachelor,Doctor,Single,77,309,17,No Loan,114080
42,High School,Manager,Widowed,65,848,7,No Loan,172025
29,Bachelor,Lawyer,Divorced,34,358,25,Large Loan,147393
30,Bachelor,Engineer,Divorced,9,387,39,Small Loan,127498
60,High School,Lawyer,Single,77,758,14,Small Loan,189584
60,High School,Lawyer,Married,37,403,18,Small Loan,178002
24,High School,Lawyer,Single,30,403,9,Large Loan,74604
20,Bachelor,Manager,Married,41,553,23,Small Loan,28262
36,Bachelor,Engineer,Widowed,45,634,15,No Loan,36213
41,Master,Engineer,Divorced,47,762,30,Small Loan,49129
53,PhD,Lawyer,Divorced,7,848,15,Small Loan,85606
64,Bachelor,Doctor,Single,14,600,15,Large Loan,41524
60,PhD,Manager,Single,48,640,27,No Loan,43098
48,High School,Manager,Widowed,6,791,19,No Loan,101548
23,Bachelor,Artist,Widowed,34,383,34,No Loan,192345
24,Master,Manager,Married,80,558,8,Small Loan,87903
30,Master,Lawyer,Widowed,46,659,39,No Loan,94138
40,PhD,Teacher,Widowed,59,386,9,No Loan,48059
54,High School,Lawyer,Widowed,70,727,17,Small Loan,197949
31,PhD,Engineer,Widowed,8,666,14,Large Loan,198854
45,High School,Manager,Married,24,642,29,Small Loan,178960
38,Master,Manager,Widowed,67,646,31,Large Loan,184470
64,PhD,Artist,Married,4,395,39,Large Loan,166867
26,Master,Teacher,Single,96,554,26,No Loan,111723
26,Master,Manager,Divorced,1,435,26,No Loan,108650
45,High School,Artist,Single,34,547,18,Small Loan,102156
59,PhD,Artist,Widowed,9,798,9,Large Loan,96512
24,PhD,Teacher,Divorced,63,785,5,Small Loan,54232
40,Master,Lawyer,Widowed,76,701,23,No Loan,169356
33,Master,Lawyer,Widowed,10,711,8,Large Loan,147499
23,High School,Lawyer,Single,10,747,26,No Loan,130332
42,Bachelor,Doctor,Widowed,50,546,6,No Loan,87630
61,Bachelor,Lawyer,Single,44,720,5,No Loan,127022
39,Master,Teacher,Widowed,48,423,32,Large Loan,136558
34,Bachelor,Doctor,Married,87,559,20,Large Loan,190646
64,Bachelor,Lawyer,Divorced,6,468,37,No Loan,88683
48,Bachelor,Doctor,Single,88,410,16,Large Loan,99081
27,Bachelor,Teacher,Single,24,589,30,No Loan,189780
60,Master,Lawyer,Divorced,85,312,36,No Loan,163859
38,Bachelor,Engineer,Single,95,562,10,No Loan,113978
58,Bachelor,Manager,Divorced,58,322,27,Large Loan,184790
47,High School,Teacher,Married,64,499,4,Small Loan,153308
46,Master,Artist,Widowed,94,541,11,Small Loan,164493
23,PhD,Artist,Married,56,538,2,Large Loan,186668
34,PhD,Teacher,Widowed,98,602,37,Large Loan,87540
54,High School,Artist,Divorced,82,464,1,No Loan,37365
56,High School,Teacher,Married,12,475,25,No Loan,142469
20,Master,Engineer,Widowed,35,328,1,Small Loan,195927
22,PhD,Teacher,Divorced,71,834,11,No Loan,171847
43,Bachelor,Lawyer,Widowed,89,593,39,Small Loan,134591
46,High School,Lawyer,Single,6,776,1,Small Loan,63022
59,PhD,Doctor,Single,65,682,15,Large Loan,91448
55,Master,Artist,Divorced,80,595,29,Large Loan,62213
53,Bachelor,Manager,Widowed,60,633,35,Large Loan,83648
48,Master,Artist,Single,68,547,3,Small Loan,35715
43,High School,Teacher,Married,29,540,10,Large Loan,58059
43,PhD,Manager,Widowed,38,405,23,Small Loan,40223
61,PhD,Manager,Widowed,92,422,17,Large Loan,189307
23,PhD,Artist,Single,22,334,26,Small Loan,170713
22,PhD,Manager,Single,8,715,36,No Loan,79455
53,Bachelor,Manager,Divorced,63,626,1,No Loan,36391
42,Bachelor,Lawyer,Widowed,96,594,14,Small Loan,113512
42,Master,Engineer,Married,97,731,10,Small Loan,45709
64,Bachelor,Teacher,Single,13,646,26,No Loan,189904
24,High School,Artist,Widowed,27,336,22,Small Loan,193728
50,High School,Lawyer,Single,18,811,34,Small Loan,36655
60,PhD,Doctor,Divorced,18,834,29,No Loan,38111
25,High School,Manager,Widowed,77,317,23,Small Loan,182341
56,Master,Manager,Widowed,86,326,18,Large Loan,87275
29,Bachelor,Artist,Divorced,62,835,28,No Loan,89532
59,Bachelor,Engineer,Married,14,328,12,Large Loan,174850
26,Bachelor,Engineer,Single,11,416,22,Small Loan,133553
58,High School,Artist,Divorced,86,431,11,Small Loan,117704
57,Bachelor,Artist,Widowed,17,588,28,Large Loan,142608
40,PhD,Lawyer,Divorced,51,535,5,Small Loan,71418
39,PhD,Artist,Widowed,96,341,22,Small Loan,63708
22,PhD,Doctor,Divorced,14,459,30,Large Loan,131352
41,High School,Lawyer,Married,57,424,20,Small Loan,134444
23,Bachelor,Manager,Widowed,93,559,23,No Loan,135353
47,High School,Manager,Divorced,6,575,7,Large Loan,198506
31,Bachelor,Manager,Married,57,512,8,Large Loan,99858
57,Master,Manager,Married,4,772,21,Large Loan,50977
55,Master,Teacher,Single,11,730,3,Large Loan,155247
60,High School,Doctor,Widowed,74,379,12,No Loan,84319
24,PhD,Lawyer,Single,92,527,33,Large Loan,104702
32,High School,Lawyer,Married,11,394,2,Large Loan,108670
42,PhD,Manager,Single,99,723,36,Small Loan,123305
49,Bachelor,Engineer,Single,79,815,27,Large Loan,182286
56,PhD,Lawyer,Divorced,8,464,25,Small Loan,66108
44,PhD,Doctor,Single,84,725,33,Large Loan,187739
46,Bachelor,Artist,Married,59,341,14,Large Loan,45631
33,Master,Doctor,Single,21,702,7,No Loan,114652
55,Bachelor,Manager,Widowed,65,715,34,Small Loan,57421
58,High School,Manager,Divorced,93,599,23,No Loan,47419
35,High School,Teacher,Married,24,354,36,Small Loan,199385
41,High School,Lawyer,Single,30,635,3,Large Loan,92579
40,High School,Lawyer,Widowed,99,729,11,No Loan,157774
40,High School,Lawyer,Married,97,633,18,Small Loan,194787
27,Master,Manager,Single,84,705,14,Small Loan,68889
35,Master,Lawyer,Divorced,57,329,29,No Loan,168834
50,PhD,Engineer,Single,80,834,36,Small Loan,59155
61,High School,Engineer,Married,73,816,11,Large Loan,152782
29,Bachelor,Artist,Married,95,520,18,Small Loan,169454
51,High School,Lawyer,Married,17,793,33,Large Loan,117192
53,Master,Teacher,Widowed,59,552,6,Small Loan,54852
28,High School,Artist,Single,31,620,27,No Loan,153329
36,Master,Manager,Single,64,338,27,Large Loan,138417
30,PhD,Lawyer,Single,48,764,28,Small Loan,73843
51,PhD,Engineer,Divorced,23,710,36,Large Loan,79978
29,PhD,Teacher,Widowed,70,711,19,No Loan,57130
41,Master,Artist,Widowed,30,791,10,Small Loan,166260
36,High School,Teacher,Divorced,55,737,38,Small Loan,53268
23,High School,Lawyer,Widowed,7,778,22,Large Loan,118342
44,Bachelor,Doctor,Divorced,75,371,19,No Loan,139629
40,Master,Teacher,Married,98,519,19,No Loan,50826
56,Bachelor,Teacher,Married,12,303,10,Small Loan,56995
57,PhD,Manager,Widowed,60,589,1,Large Loan,160534
20,High School,Engineer,Married,52,679,12,Small Loan,59804
44,Master,Lawyer,Married,27,654,12,Small Loan,179245
55,Bachelor,Teacher,Married,12,379,14,Large Loan,74689
36,Bachelor,Lawyer,Single,13,365,30,No Loan,155090
60,Bachelor,Engineer,Married,72,435,22,Small Loan,84496
43,High School,Manager,Single,80,698,21,Small Loan,165054
21,High School,Lawyer,Divorced,62,646,15,Large Loan,120434
59,High School,Engineer,Divorced,29,358,28,Large Loan,97399
34,Master,Engineer,Divorced,35,818,19,Small Loan,43332
51,High School,Artist,Divorced,60,536,27,No Loan,104525
58,Master,Manager,Divorced,29,378,26,Large Loan,128482
25,Bachelor,Manager,Married,31,414,28,Small Loan,177560
20,Bachelor,Lawyer,Married,77,761,4,No Loan,111063
42,PhD,Doctor,Married,76,425,37,Large Loan,103483
58,High School,Artist,Divorced,61,799,37,Large Loan,155324
36,Bachelor,Manager,Divorced,2,401,1,Small Loan,69209
53,High School,Engineer,Single,33,473,19,Large Loan,44232
60,Master,Manager,Widowed,72,751,12,Small Loan,147993
48,Bachelor,Doctor,Married,62,391,25,Large Loan,142031
28,High School,Teacher,Widowed,59,684,34,No Loan,78685
32,Bachelor,Teacher,Divorced,40,504,7,No Loan,121521
25,Bachelor,Manager,Divorced,49,662,27,Large Loan,41545
25,High School,Manager,Divorced,32,797,14,Small Loan,82847
39,Bachelor,Artist,Widowed,38,836,7,Large Loan,38347
22,Bachelor,Manager,Single,92,533,10,Small Loan,158706
36,Bachelor,Doctor,Divorced,79,315,28,Large Loan,161173
31,Bachelor,Manager,Single,87,440,4,No Loan,112686
64,Master,Lawyer,Single,88,719,6,Small Loan,182042
20,Bachelor,Doctor,Married,13,755,17,No Loan,42893
36,PhD,Artist,Widowed,85,599,27,No Loan,43703
22,Bachelor,Lawyer,Divorced,54,638,11,No Loan,118362
45,High School,Lawyer,Single,76,602,11,Large Loan,47489
34,PhD,Teacher,Widowed,13,375,35,Small Loan,131975
55,Master,Doctor,Widowed,39,615,28,No Loan,135750
51,PhD,Lawyer,Divorced,23,799,10,Small Loan,192839
51,PhD,Artist,Married,92,374,5,Small Loan,44733
23,PhD,Teacher,Married,14,665,20,No Loan,101942
37,High School,Lawyer,Single,17,845,9,Large Loan,186731
38,High School,Doctor,Married,24,695,31,No Loan,164023
62,High School,Teacher,Married,58,530,32,No Loan,146519
54,Master,Doctor,Married,63,327,16,Small Loan,89417
59,High School,Doctor,Widowed,34,774,2,Large Loan,190078
33,High School,Doctor,Divorced,51,594,17,Small Loan,25740
52,PhD,Teacher,Widowed,86,726,9,Large Loan,118995
33,High School,Lawyer,Widowed,10,390,38,No Loan,187171
53,Bachelor,Manager,Divorced,72,414,7,Large Loan,134339
23,High School,Engineer,Widowed,21,458,33,Small Loan,34727
43,Master,Lawyer,Single,37,557,36,No Loan,147179
48,Master,Teacher,Single,7,672,32,Large Loan,133767
38,Bachelor,Engineer,Widowed,90,389,9,Large Loan,182605
25,Master,Engineer,Married,13,597,39,Small Loan,186480
52,Master,Engineer,Widowed,80,330,17,Large Loan,128523
59,PhD,Manager,Married,30,657,24,No Loan,90305
38,Bachelor,Artist,Widowed,31,769,35,Large Loan,132594
20,PhD,Teacher,Single,5,427,1,Small Loan,171110
24,PhD,Manager,Married,32,569,18,Large Loan,132887
46,High School,Manager,Single,16,797,9,No Loan,100759
35,Bachelor,Artist,Widowed,73,712,2,No Loan,74061
25,High School,Engineer,Divorced,22,508,18,Large Loan,182326
59,High School,Artist,Married,64,605,25,Large Loan,182794
32,PhD,Artist,Married,44,490,24,No Loan,44208
54,Master,Manager,Widowed,40,656,16,Small Loan,85640
38,Bachelor,Teacher,Widowed,37,756,9,No Loan,111090
31,Master,Doctor,Married,78,748,10,Large Loan,45165
35,PhD,Artist,Divorced,16,367,10,Large Loan,118476
62,PhD,Artist,Widowed,43,766,11,Small Loan,175584
29,PhD,Engineer,Widowed,84,659,39,No Loan,158051
44,PhD,Engineer,Widowed,63,686,7,No Loan,118809
39,PhD,Manager,Divorced,15,427,23,Small Loan,162684
50,PhD,Engineer,Married,44,784,13,No Loan,51763
23,Master,Lawyer,Single,90,543,22,Small Loan,162094
63,High School,Artist,Widowed,9,318,35,No Loan,84750
42,Master,Engineer,Divorced,65,695,16,Small Loan,184127
21,Bachelor,Teacher,Married,99,528,4,Small Loan,98368
41,Master,Lawyer,Married,44,667,2,Small Loan,149349
56,PhD,Manager,Divorced,20,357,8,Large Loan,148859
27,Master,Doctor,Widowed,70,580,19,Large Loan,173711
26,High School,Artist,Single,74,401,19,Large Loan,25299
33,Bachelor,Artist,Widowed,33,347,18,No Loan,144209
22,Master,Teacher,Married,80,358,20,Small Loan,153377
35,High School,Doctor,Single,6,460,15,No Loan,121190
38,Master,Doctor,Widowed,83,402,32,No Loan,137533
37,Bachelor,Manager,Single,31,711,4,Small Loan,108200
35,Master,Manager,Divorced,66,482,23,Large Loan,169100
27,PhD,Lawyer,Widowed,18,716,14,No Loan,50437
52,Master,Artist,Married,28,415,25,No Loan,29589
31,High School,Engineer,Married,68,698,24,No Loan,98669
30,Master,Manager,Single,65,736,27,Large Loan,105995
24,High School,Teacher,Divorced,80,617,32,Small Loan,175240
46,Bachelor,Teacher,Widowed,45,549,17,Small Loan,88845
31,Master,Teacher,Divorced,58,746,17,No Loan,97934
36,Bachelor,Manager,Divorced,47,796,37,Small Loan,48092
25,Bachelor,Manager,Single,66,642,32,Large Loan,168449
52,Master,Teacher,Single,52,726,26,Small Loan,143847
24,High School,Manager,Widowed,36,539,14,No Loan,116168
47,Bachelor,Engineer,Married,1,358,12,No Loan,71635
33,Bachelor,Engineer,Widowed,39,826,33,Small Loan,125604
24,Master,Lawyer,Divorced,87,502,3,No Loan,80402
52,Master,Artist,Single,90,765,34,Large Loan,105801
60,Master,Engineer,Divorced,75,595,18,Large Loan,127295
38,Master,Lawyer,Single,1,586,30,Large Loan,107433
41,Master,Doctor,Married,75,372,24,Large Loan,127535
24,PhD,Artist,Divorced,88,822,39,No Loan,33312
21,Master,Engineer,Single,74,636,11,No Loan,109767
49,High School,Doctor,Widowed,14,617,11,Small Loan,87263
58,Bachelor,Lawyer,Widowed,78,502,24,No Loan,189957
23,High School,Engineer,Widowed,71,530,32,Small Loan,68951
52,High School,Engineer,Divorced,23,356,36,No Loan,133119
32,PhD,Manager,Single,43,719,27,Small Loan,196701
39,Master,Doctor,Single,22,579,8,Small Loan,191078
26,Bachelor,Engineer,Single,60,604,13,Large Loan,129904
34,High School,Teacher,Divorced,27,765,2,Small Loan,181450
42,Master,Manager,Single,56,473,4,Small Loan,48393
33,Master,Manager,Married,2,565,25,Small Loan,163238
42,PhD,Engineer,Divorced,39,546,17,Small Loan,127677
38,PhD,Manager,Married,51,377,37,Small Loan,131450
48,PhD,Artist,Married,19,552,20,Large Loan,92007
39,Bachelor,Doctor,Widowed,62,774,38,Small Loan,99554
48,High School,Artist,Divorced,71,475,15,Small Loan,54616
43,PhD,Lawyer,Single,76,720,39,Small Loan,186843
37,PhD,Artist,Married,67,760,22,No Loan,173884
29,PhD,Teacher,Divorced,63,553,28,No Loan,150323
60,High School,Manager,Single,5,819,9,Large Loan,79026
27,High School,Manager,Widowed,72,406,4,Small Loan,171101
45,PhD,Teacher,Divorced,78,470,10,Small Loan,94842
48,PhD,Manager,Divorced,61,357,28,No Loan,38177
29,Master,Artist,Divorced,71,636,26,Small Loan,182673
36,PhD,Lawyer,Single,7,641,33,Large Loan,174773
21,Bachelor,Engineer,Married,50,589,13,Small Loan,31688
